BUILD_IDENTIFIER,START,END,LAMBDA,PERIOD,TEST_NAME,MICRO_SCORE_NAME,SCORE_NAME,VERDICT_SET_NAME,FLAKINESS_SCORE,CONFIDENCE,STANDARD_DEVIATION,MARGIN_OF_ERROR_SD,SCORE_CREATION_TIME,LAST_INCLUDED_RUN_INSTANT,VERSIONS
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc540,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:38.323276Z,2026-12-21T06:35:03Z,{v1}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc540,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:38.324298Z,2027-08-27T19:57:43Z,{v1~v2}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc540,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9634851628329889,0.0,0.0,2025-08-07T13:32:38.324562Z,2028-05-04T01:32:58Z,{v1~v2~v3}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc540,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9683772233983162,0.0,0.0,2025-08-07T13:32:38.324934Z,2029-01-08T16:11:51Z,{v1~v2~v3~v4}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc503,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:38.325368Z,2026-12-21T01:23:48Z,{v1}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc503,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:38.325534Z,2027-08-27T18:33:24Z,{v1~v2}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc503,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9634851628329889,0.0,0.0,2025-08-07T13:32:38.325692Z,2028-05-04T10:17:40Z,{v1~v2~v3}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc503,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9683772233983162,0.0,0.0,2025-08-07T13:32:38.325821Z,2029-01-08T17:28:55Z,{v1~v2~v3~v4}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc581,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.24497991967871485,0.9367544467966324,0.0,0.0,2025-08-07T13:32:38.326112Z,2026-12-21T03:20:18Z,{v1}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc581,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.23493975903614456,0.9552786404500042,0.00709946567456374,0.044824262156160546,2025-08-07T13:32:38.326242Z,2027-08-28T10:41:43Z,{v1~v2}
BUILD_1754573557397,2026-04-15T14:20:24Z,2029-01-09T14:01:58Z,0.1,6047,tc581,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.2329317269076305,0.9634851628329889,0.006454920188080968,0.013327742268220527,2025-08-07T13:32:38.326369Z,2028-05-03T20:44:10Z,{v1~v2~v3}
