BUILD_IDENTIFIER,START,END,LAMBDA,PERIOD,TEST_NAME,MICRO_SCORE_NAME,SCORE_NAME,VERDICT_SET_NAME,FLAKINESS_SCORE,CONFIDENCE,STANDARD_DEVIATION,MARGIN_OF_ERROR_SD,SCORE_CREATION_TIME,LAST_INCLUDED_RUN_INSTANT,VERSIONS
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3459,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.11244979919678715,0.9367544467966324,0.0,0.0,2025-08-07T13:32:07.131614Z,2026-12-20T21:08:58Z,{v1}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3459,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.1285140562248996,0.9552786404500042,0.011359145079301962,0.07171881944985674,2025-08-07T13:32:07.132795Z,2027-08-28T14:05:50Z,{v1~v2}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3459,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.10174029451137884,0.9634851628329889,0.013475831209764836,0.02782410935853624,2025-08-07T13:32:07.133192Z,2028-05-03T19:42:50Z,{v1~v2~v3}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3459,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.08835341365461846,0.9683772233983162,0.01698604757757633,0.023079197848117083,2025-08-07T13:32:07.133456Z,2029-01-09T11:59:17Z,{v1~v2~v3~v4}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3500,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.2931726907630522,0.9367544467966324,0.0,0.0,2025-08-07T13:32:07.133861Z,2026-12-20T21:46:19Z,{v1}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3500,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.2710843373493976,0.9552786404500042,0.015618824484040204,0.09861337674355306,2025-08-07T13:32:07.134014Z,2027-08-27T23:11:00Z,{v1~v2}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3500,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.2556894243641232,0.9634851628329889,0.01884097468411051,0.038901744305927084,2025-08-07T13:32:07.134172Z,2028-05-04T12:18:54Z,{v1~v2~v3}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3500,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.23795180722891565,0.9683772233983162,0.0234371989836568,0.03184447411201025,2025-08-07T13:32:07.134305Z,2029-01-08T19:10:01Z,{v1~v2~v3~v4}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3463,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.19678714859437751,0.9367544467966324,0.0,0.0,2025-08-07T13:32:07.134495Z,2026-12-21T06:52:20Z,{v1}
BUILD_1754573525916,2026-04-15T14:40:56Z,2029-01-09T14:05:16Z,0.1,6047,tc3463,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.178714859437751,0.9552786404500042,0.012779038214214715,0.08068367188108888,2025-08-07T13:32:07.134616Z,2027-08-27T17:33:22Z,{v1~v2}
