BUILD_IDENTIFIER,START,END,LAMBDA,PERIOD,TEST_NAME,MICRO_SCORE_NAME,SCORE_NAME,VERDICT_SET_NAME,FLAKINESS_SCORE,CONFIDENCE,STANDARD_DEVIATION,MARGIN_OF_ERROR_SD,SCORE_CREATION_TIME,LAST_INCLUDED_RUN_INSTANT,VERSIONS
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1119,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.403270Z,2026-12-20T22:00:40Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1119,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:17.404214Z,2027-08-27T15:06:43Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1119,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9634851628329889,0.0,0.0,2025-08-07T13:32:17.404459Z,2028-05-04T11:16:56Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1119,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9683772233983162,0.0,0.0,2025-08-07T13:32:17.404795Z,2029-01-09T13:02:21Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1124,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.24497991967871485,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.405243Z,2026-12-21T03:01:08Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1124,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.22289156626506024,0.9552786404500042,0.015618824484040204,0.09861337674355306,2025-08-07T13:32:17.405405Z,2027-08-27T22:30:37Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1124,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.21686746987951808,0.9634851628329889,0.014801435332995966,0.030561139343312456,2025-08-07T13:32:17.405559Z,2028-05-04T05:22:49Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1124,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.20783132530120482,0.9683772233983162,0.01581922816926579,0.021493822801071306,2025-08-07T13:32:17.405693Z,2029-01-09T07:50:12Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1177,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.14056224899598393,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.406041Z,2026-12-20T21:46:40Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1177,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.1566265060240964,0.9552786404500042,0.011359145079301972,0.07171881944985681,2025-08-07T13:32:17.406175Z,2027-08-27T20:04:03Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1177,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.13788487282463188,0.9634851628329889,0.010136382589558715,0.020929010855187627,2025-08-07T13:32:17.406308Z,2028-05-04T01:32:50Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1177,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.14056224899598393,0.9683772233983162,0.008571786127754815,0.011646614496438747,2025-08-07T13:32:17.406497Z,2029-01-09T06:27:30Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1132,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.13654618473895583,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.406727Z,2026-12-21T08:37:28Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1132,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.16265060240963855,0.9552786404500042,0.018458610753865692,0.11654308160601723,2025-08-07T13:32:17.406835Z,2027-08-28T09:09:29Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1132,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.15261044176706828,0.9634851628329889,0.013167547237554216,0.02718758261500916,2025-08-07T13:32:17.406944Z,2028-05-03T23:23:46Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1132,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.15160642570281124,0.9683772233983162,0.010762971038076302,0.014623810329439824,2025-08-07T13:32:17.407059Z,2029-01-08T14:58:02Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1184,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.407279Z,2026-12-21T14:05:37Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1184,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:17.407389Z,2027-08-28T01:16:49Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1184,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9634851628329889,0.0,0.0,2025-08-07T13:32:17.407493Z,2028-05-04T05:58:48Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1184,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9683772233983162,0.0,0.0,2025-08-07T13:32:17.407598Z,2029-01-09T02:38:07Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1179,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.18473895582329317,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.407718Z,2026-12-21T12:16:51Z,{v1}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1179,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.19477911646586343,0.9552786404500042,0.00709946567456372,0.04482426215616042,2025-08-07T13:32:17.407799Z,2027-08-28T06:14:07Z,{v1~v2}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1179,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.214190093708166,0.9634851628329889,0.014971975965914878,0.030913261683415037,2025-08-07T13:32:17.407901Z,2028-05-03T13:51:24Z,{v1~v2~v3}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1179,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.21586345381526104,0.9683772233983162,0.015168619407367603,0.020609830908961624,2025-08-07T13:32:17.407994Z,2029-01-08T20:21:36Z,{v1~v2~v3~v4}
BUILD_1754573536499,2026-04-15T14:38:31Z,2029-01-09T13:44:01Z,0.1,6047,tc1115,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:17.408155Z,2026-12-20T14:22:11Z,{v1}
