BUILD_IDENTIFIER,START,END,LAMBDA,PERIOD,TEST_NAME,MICRO_SCORE_NAME,SCORE_NAME,VERDICT_SET_NAME,FLAKINESS_SCORE,CONFIDENCE,STANDARD_DEVIATION,MARGIN_OF_ERROR_SD,SCORE_CREATION_TIME,LAST_INCLUDED_RUN_INSTANT,VERSIONS
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2458,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:34.391863Z,2026-12-20T20:19:16Z,{v1}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2458,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:34.392782Z,2027-08-28T11:37:16Z,{v1~v2}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2458,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9634851628329889,0.0,0.0,2025-08-07T13:32:34.393017Z,2028-05-04T12:24:09Z,{v1~v2~v3}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2458,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9683772233983162,0.0,0.0,2025-08-07T13:32:34.393280Z,2029-01-09T00:56:59Z,{v1~v2~v3~v4}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2435,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.09236947791164658,0.9367544467966324,0.0,0.0,2025-08-07T13:32:34.393677Z,2026-12-21T00:52:24Z,{v1}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2435,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0823293172690763,0.9552786404500042,0.0070994656745637305,0.044824262156160484,2025-08-07T13:32:34.393836Z,2027-08-28T10:26:32Z,{v1~v2}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2435,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.09103078982597056,0.9634851628329889,0.005451491174864177,0.01125592063713323,2025-08-07T13:32:34.393990Z,2028-05-03T19:41:16Z,{v1~v2~v3}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2435,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.11044176706827309,0.9683772233983162,0.011804010768774029,0.01603828664023511,2025-08-07T13:32:34.394124Z,2029-01-08T18:40:36Z,{v1~v2~v3~v4}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2477,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9367544467966324,0.0,0.0,2025-08-07T13:32:34.394417Z,2026-12-20T22:40:00Z,{v1}
BUILD_1754573553396,2026-04-15T14:44:14Z,2029-01-09T13:37:03Z,0.1,6047,tc2477,MULTI_TRANSITION_RATE,UA_UNWEIGHTED_SCORE,Verdicts[ALL],0.0,0.9552786404500042,0.0,0.0,2025-08-07T13:32:34.394545Z,2027-08-28T03:39:56Z,{v1~v2}
